报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,6009000000.0,233730000000.0,123067000000.0,110663000000.0,,47668000000.0,,,,,86011000000.0,,,,,,,,,,,,,,,,,,122575000000.0,497597000000.0,186531000000.0,39325000000.0,,39325000000.0,13543000000.0,,,,,,,,,38313000000.0,,,20730000000.0,,,,,,,,,45291000000.0,10680000000.0,17335000000.0,371748000000.0,125849000000.0,,444699000000.0,24384000000.0,,,5727000000.0,,,,,474810000000.0,556195000000.0,,,,,5424000000.0,621000000.0,,562240000000.0,-87430000000.0,,,,,4477000000.0,,,4968000000.0,43572000000.0,13955000000.0,26778000000.0,1230000000.0,,4775000000.0,70242000000.0,-26670000000.0,-1106000000.0,10643000000.0,,,,,709822000000.0,720465000000.0,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T19:20:04
20251231,,,,950725000000.0,739543000000.0,211182000000.0,7383000000.0,26697000000.0,,,,,343377000000.0,,,,,,,,,,,,,,,,,,95590000000.0,1440419000000.0,414137000000.0,,,,75793000000.0,78832000000.0,,,,,,,,148791000000.0,,,67242000000.0,,,,,,,,,125996000000.0,47366000000.0,30805000000.0,988962000000.0,451457000000.0,,2270020000000.0,125561000000.0,,,13074000000.0,,638000000.0,,,2409293000000.0,2705121000000.0,,,,,28141000000.0,951000000.0,,2734213000000.0,-324920000000.0,,46991000000.0,,,54467000000.0,,,19529000000.0,202208000000.0,141751000000.0,61752000000.0,9989000000.0,,36936000000.0,372146000000.0,-169938000000.0,-3304000000.0,-46705000000.0,14808000000.0,16622000000.0,695014000000.0,739905000000.0,756527000000.0,709822000000.0,定期报告,是,20260328,CNY,合并期末,2026-03-27T22:26:03
20250930,,,,543404000000.0,422110000000.0,121294000000.0,2798000000.0,78898000000.0,,,,,251038000000.0,,,,,,,,,,,,,,,,,,34204000000.0,951786000000.0,258026000000.0,,,,111289000000.0,108541000000.0,,,,,,,,115378000000.0,,,44050000000.0,,,,,,,,,70612000000.0,33354000000.0,34402000000.0,775652000000.0,176134000000.0,,1210525000000.0,85899000000.0,,,15398000000.0,,29000000.0,,,1311851000000.0,1620895000000.0,,,,,15719000000.0,716000000.0,,1637330000000.0,-325479000000.0,,46991000000.0,,,41800000000.0,,,10382000000.0,195664000000.0,129446000000.0,55166000000.0,4399000000.0,,14363000000.0,338310000000.0,-142646000000.0,-676000000.0,-292667000000.0,,,,,756527000000.0,463860000000.0,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T18:14:04
20250630,,,,371320000000.0,325792000000.0,45528000000.0,9327000000.0,54999000000.0,,,,,174630000000.0,,,,,,,,,,,,,,,,,,74560000000.0,730917000000.0,254837000000.0,,,,58158000000.0,17759000000.0,,,,,,,,83681000000.0,,,31191000000.0,,,,,,,,,116107000000.0,23240000000.0,11483000000.0,596456000000.0,134461000000.0,,1172192000000.0,67112000000.0,,,6892000000.0,,29000000.0,,,1246225000000.0,1412699000000.0,,,,,7201000000.0,716000000.0,,1420616000000.0,-174391000000.0,,,,,86314000000.0,,,9982000000.0,131964000000.0,100123000000.0,2685000000.0,2388000000.0,,14363000000.0,153329000000.0,-21365000000.0,-311000000.0,-61606000000.0,14421000000.0,16622000000.0,680500000000.0,739905000000.0,756527000000.0,694921000000.0,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T19:26:03
20250331,,,48111000000.0,290734000000.0,222875000000.0,67859000000.0,22685000000.0,66756000000.0,,,,,83452000000.0,,,,,,,,,,,,,,,,,,18720000000.0,553348000000.0,244305000000.0,,,,25497000000.0,,,,,,,,,48965000000.0,,,15823000000.0,,,,,,,,,66929000000.0,10868000000.0,45935000000.0,458322000000.0,95026000000.0,,289062000000.0,28021000000.0,,,1666000000.0,,,,,318749000000.0,515015000000.0,,,,,3096000000.0,571000000.0,,518682000000.0,-199933000000.0,,,,,24156000000.0,,,9196000000.0,53716000000.0,80253000000.0,864000000.0,864000000.0,,,102371000000.0,-48655000000.0,-74000000.0,-153636000000.0,,,,,756527000000.0,602891000000.0,定期报告,未审计,20260429,CNY,合并期末,2025-04-29T18:28:04
20241231,,,,1132995000000.0,941149000000.0,191846000000.0,,,,,,24380000000.0,368373000000.0,,,,,,,,,,,,,,,,,,46353000000.0,1586961000000.0,432133000000.0,45739000000.0,,45739000000.0,114406000000.0,187678000000.0,,,62748000000.0,,,,,151582000000.0,,,62251000000.0,,,,,,,,,,52648000000.0,30753000000.0,1139938000000.0,447023000000.0,,2045080000000.0,113717000000.0,,,10757000000.0,,416000000.0,,,2169970000000.0,2427328000000.0,,,,,34930000000.0,571000000.0,,2462829000000.0,-292859000000.0,,29997000000.0,,,180564000000.0,,,9947000000.0,281970000000.0,150149000000.0,61031000000.0,10017000000.0,,11775000000.0,279821000000.0,2149000000.0,1195000000.0,157508000000.0,16622000000.0,14931000000.0,739905000000.0,584088000000.0,599019000000.0,756527000000.0,定期报告,是,20260328,CNY,合并期末,2025-03-25T19:05:06
20240930,,,,650835000000.0,577243000000.0,73592000000.0,,,,,,57155000000.0,269418000000.0,,,,,,,,,,,,,,,,,,29208000000.0,1063177000000.0,261492000000.0,12072000000.0,,12072000000.0,81635000000.0,116649000000.0,,,98207000000.0,,,,,104657000000.0,,,41681000000.0,,,,,,,,,,36490000000.0,23061000000.0,775944000000.0,287233000000.0,,1048323000000.0,82310000000.0,,,14967000000.0,,4000000.0,,,1145604000000.0,1240819000000.0,,,,,26055000000.0,235000000.0,,1267109000000.0,-121505000000.0,,,,,165357000000.0,,,10154000000.0,209582000000.0,114721000000.0,56519000000.0,6501000000.0,,,203366000000.0,6216000000.0,-498000000.0,171446000000.0,,,,,599019000000.0,770465000000.0,定期报告,未审计,20251030,CNY,合并期末,2024-10-29T18:50:03
20240630,,,,518126000000.0,507448000000.0,10678000000.0,,,,,,11114000000.0,199466000000.0,,,,,,,,,,,,,,,,,,18439000000.0,767343000000.0,270755000000.0,2352000000.0,,2352000000.0,57003000000.0,153643000000.0,,,38125000000.0,,,,,71817000000.0,,,30085000000.0,,,,,,,,,,24265000000.0,11118000000.0,659163000000.0,108180000000.0,,987445000000.0,61357000000.0,,,6257000000.0,,78000000.0,,,1055137000000.0,1091323000000.0,,,,,18575000000.0,261000000.0,,1110159000000.0,-55022000000.0,,,,,159095000000.0,,,1069000000.0,186405000000.0,63855000000.0,2870000000.0,2586000000.0,,7893000000.0,103952000000.0,82453000000.0,1276000000.0,136887000000.0,14836000000.0,14931000000.0,721070000000.0,584088000000.0,599019000000.0,735906000000.0,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T19:10:03
20240331,,,,338539000000.0,284662000000.0,53877000000.0,43295000000.0,57880000000.0,,,,,89854000000.0,,,,,,,,,,,,,,,,,,41102000000.0,570670000000.0,321655000000.0,8822000000.0,,8822000000.0,46226000000.0,124203000000.0,,,,,,,,33345000000.0,,,17752000000.0,,,,,,,,,6313000000.0,9628000000.0,3934000000.0,571878000000.0,-1208000000.0,,512737000000.0,27274000000.0,,,5123000000.0,,,,,545134000000.0,533044000000.0,,,,,10971000000.0,,,544015000000.0,1119000000.0,,,,,160566000000.0,,,2095000000.0,175132000000.0,29781000000.0,1889000000.0,1889000000.0,,,45178000000.0,129954000000.0,195000000.0,130060000000.0,,,,,599019000000.0,729079000000.0,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T20:30:03
20231231,,,247751000000.0,619696000000.0,619696000000.0,,,67909000000.0,,,,,385108000000.0,,,,,,,,,,,,,,,,,,19448000000.0,1339912000000.0,482711000000.0,11509000000.0,5004000000.0,6505000000.0,7239000000.0,,,137158000000.0,,,,,,129904000000.0,,,62047000000.0,,,,,,,,,63803000000.0,56240000000.0,31548000000.0,982159000000.0,357753000000.0,,1954061000000.0,97963000000.0,,,4950000000.0,,154000000.0,,,2057128000000.0,2282035000000.0,,,,,30161000000.0,39000000.0,,2312235000000.0,-255107000000.0,,,,,123806000000.0,,,17303000000.0,207613000000.0,163730000000.0,56342000000.0,11226000000.0,,7210000000.0,280602000000.0,-72989000000.0,2164000000.0,31821000000.0,14931000000.0,15209000000.0,584088000000.0,551989000000.0,567198000000.0,599019000000.0,定期报告,是,20250326,CNY,合并期末,2024-03-25T20:25:03
20230930,,,93732000000.0,444750000000.0,444750000000.0,,15266000000.0,55024000000.0,,,,,291249000000.0,,,,,,,,,,,,,,,,,,17692000000.0,917713000000.0,356634000000.0,8952000000.0,,8952000000.0,32755000000.0,,,171063000000.0,,,,,,95408000000.0,,,41551000000.0,,,,,,,,,57652000000.0,42628000000.0,57422000000.0,864065000000.0,53648000000.0,,924638000000.0,72381000000.0,,,1600000000.0,,205000000.0,,,998824000000.0,1170154000000.0,,,,,20617000000.0,7000000.0,,1190778000000.0,-191954000000.0,,,,,73288000000.0,,,5560000000.0,139233000000.0,74418000000.0,51062000000.0,6944000000.0,,,175293000000.0,-36060000000.0,5808000000.0,-168558000000.0,,,,,567198000000.0,398640000000.0,定期报告,未审计,20241030,CNY,合并期末,2023-10-27T20:05:04
20230630,,,27934000000.0,494490000000.0,494490000000.0,,,27586000000.0,,,,,198669000000.0,,,,,,,,,,,,,,,,,,8333000000.0,757012000000.0,326411000000.0,14594000000.0,6231000000.0,8363000000.0,34386000000.0,,,86207000000.0,,,,,,64791000000.0,,,31302000000.0,,,,,,,,,63268000000.0,30823000000.0,10878000000.0,662660000000.0,94352000000.0,,903810000000.0,49199000000.0,,,1394000000.0,,180000000.0,,,954583000000.0,1056100000000.0,,,,,15383000000.0,7000000.0,,1071490000000.0,-116907000000.0,,,,,65911000000.0,,,5773000000.0,100645000000.0,35513000000.0,4821000000.0,4536000000.0,,,63877000000.0,36768000000.0,3636000000.0,17849000000.0,12045000000.0,15209000000.0,573002000000.0,551989000000.0,567198000000.0,585047000000.0,定期报告,未审计,20240830,CNY,合并期末,2023-08-25T19:40:03
20230331,,,65216000000.0,236136000000.0,236136000000.0,,11021000000.0,60043000000.0,,,,,95546000000.0,,,,,,,,,,,,,,,,,,5060000000.0,473022000000.0,267788000000.0,163000000.0,,163000000.0,26334000000.0,,,73555000000.0,,,,,,32826000000.0,,,17298000000.0,,,,,,,,,37353000000.0,10907000000.0,19416000000.0,485640000000.0,-12618000000.0,,340191000000.0,25584000000.0,,,835000000.0,,,,,366610000000.0,449172000000.0,,,,,9313000000.0,,,458485000000.0,-91875000000.0,,,,,80449000000.0,,,5350000000.0,95658000000.0,41399000000.0,974000000.0,974000000.0,,,51714000000.0,43944000000.0,-1709000000.0,-62258000000.0,,,,,567198000000.0,504940000000.0,定期报告,未审计,20240430,CNY,合并期末,2023-04-26T17:35:04
20221231,,,,1188664000000.0,1188664000000.0,,,,,,,,387565000000.0,,,,,,,,,,,,,,,,,,81969000000.0,1658198000000.0,508891000000.0,53765000000.0,48851000000.0,4914000000.0,41911000000.0,30073000000.0,,106636000000.0,28933000000.0,,,,,117593000000.0,,,59698000000.0,,,,,,,,,47641000000.0,61004000000.0,31910000000.0,1088055000000.0,570143000000.0,,1334013000000.0,79122000000.0,,,6750000000.0,,463000000.0,,,1420348000000.0,1898898000000.0,,,,,34892000000.0,484000000.0,,1934274000000.0,-513926000000.0,,2667000000.0,,,100147000000.0,,,10796000000.0,133897000000.0,329731000000.0,56503000000.0,16164000000.0,,14959000000.0,430929000000.0,-297032000000.0,6259000000.0,-234556000000.0,15209000000.0,13310000000.0,551989000000.0,788444000000.0,801754000000.0,567198000000.0,定期报告,是,20240326,CNY,合并期末,2023-03-24T22:55:04
20220930,,,,742989000000.0,742989000000.0,,,68012000000.0,,,,,292030000000.0,,,,,,,,,,,,,,,,,,71089000000.0,1174120000000.0,428926000000.0,38033000000.0,33638000000.0,4395000000.0,74206000000.0,12762000000.0,,229703000000.0,,,,,,88740000000.0,,,38996000000.0,,,,,,,,,35880000000.0,46088000000.0,34292000000.0,1027626000000.0,146494000000.0,,584567000000.0,59599000000.0,,,5157000000.0,,233000000.0,,,649556000000.0,897272000000.0,,,,,25326000000.0,154000000.0,,922752000000.0,-273196000000.0,,2667000000.0,,,56574000000.0,,,92000000.0,67203000000.0,269531000000.0,48145000000.0,2181000000.0,,4594000000.0,337075000000.0,-269872000000.0,8113000000.0,-388461000000.0,,,,,801754000000.0,413293000000.0,定期报告,未审计,20231028,CNY,合并期末,2022-10-28T20:10:04
20220630,,,,690107000000.0,690107000000.0,,,,,,,,199128000000.0,,,,,,,,,,,,,,,,,,5023000000.0,894258000000.0,376686000000.0,20377000000.0,16997000000.0,3380000000.0,31130000000.0,17543000000.0,,110626000000.0,28025000000.0,,,,,54574000000.0,,,30236000000.0,,,,,,,,,51154000000.0,33918000000.0,9365000000.0,763634000000.0,130624000000.0,,471106000000.0,40243000000.0,,,4426000000.0,,233000000.0,,,516008000000.0,744802000000.0,,,,,22139000000.0,154000000.0,,767095000000.0,-251087000000.0,,2667000000.0,,,29606000000.0,,,92000000.0,38588000000.0,144467000000.0,6640000000.0,6640000000.0,,3478000000.0,165988000000.0,-127400000000.0,5482000000.0,-242381000000.0,11768000000.0,13310000000.0,547605000000.0,788444000000.0,801754000000.0,559373000000.0,定期报告,未审计,20230826,CNY,合并期末,2022-08-19T20:00:05
20220331,,,9290000000.0,333016000000.0,333016000000.0,,54000000.0,,,,,,98047000000.0,,,,,,,,,,,,,,,,,,68629000000.0,509036000000.0,186503000000.0,12198000000.0,12198000000.0,,25582000000.0,,,105404000000.0,48467000000.0,,,,,27294000000.0,,,16970000000.0,,,,,,,,,48114000000.0,10283000000.0,22670000000.0,503485000000.0,5551000000.0,,114264000000.0,19014000000.0,,,208000000.0,,,,,133486000000.0,287863000000.0,,,,,9013000000.0,,,296876000000.0,-163390000000.0,,,,,22682000000.0,,,6021000000.0,29445000000.0,89500000000.0,991000000.0,908000000.0,,65000000.0,94211000000.0,-64766000000.0,-726000000.0,-223331000000.0,,,,,801754000000.0,578423000000.0,定期报告,未审计,20230427,CNY,合并期末,2022-04-22T18:40:04
20211231,,,,750232000000.0,718742000000.0,31490000000.0,27889000000.0,41831000000.0,,,,,372106000000.0,,,,,,,,,,,,,,,,,,23085000000.0,1215143000000.0,564924000000.0,,,,12855000000.0,170100000000.0,,,,,,,,119048000000.0,,,54429000000.0,,,,,,,,,22236000000.0,56868000000.0,32635000000.0,1033095000000.0,182048000000.0,,1160739000000.0,71197000000.0,,,2399000000.0,,855000000.0,,,1235190000000.0,1225385000000.0,,,,,24160000000.0,5342000000.0,,1254887000000.0,-19697000000.0,,,,,426568000000.0,,,6860000000.0,448120000000.0,281783000000.0,47083000000.0,11398000000.0,,3697000000.0,358761000000.0,89359000000.0,-2746000000.0,248964000000.0,13310000000.0,13088000000.0,788444000000.0,539702000000.0,552790000000.0,801754000000.0,定期报告,是,20230325,CNY,合并期末,2022-03-18T20:15:03
20210930,,,,383629000000.0,383629000000.0,,9007000000.0,36356000000.0,27325000000.0,,,,274036000000.0,,,,,,,,,,,,,,,,,,71769000000.0,802122000000.0,469032000000.0,11638000000.0,11638000000.0,,,5035000000.0,,32931000000.0,,,,,,80207000000.0,,,34818000000.0,,,,,,,,,23252000000.0,40980000000.0,21847000000.0,719740000000.0,82382000000.0,,762823000000.0,53685000000.0,,,1316000000.0,,264000000.0,,,818088000000.0,862404000000.0,,,,,19122000000.0,4935000000.0,,886461000000.0,-68373000000.0,,,,,313646000000.0,,,11019000000.0,344417000000.0,245212000000.0,44265000000.0,,,126000000.0,317685000000.0,26732000000.0,-1612000000.0,39129000000.0,,,,,552790000000.0,591919000000.0,定期报告,未审计,20221029,CNY,合并期末,2021-10-22T19:30:04
20210630,,,,396155000000.0,351829000000.0,44326000000.0,15372000000.0,4770000000.0,,,,,187340000000.0,,,,,,,,,,,,,,,,,,13279000000.0,616916000000.0,364614000000.0,19230000000.0,19230000000.0,,56290000000.0,29751000000.0,,,,,,,,52798000000.0,,,26594000000.0,,,,,,,,,19751000000.0,30839000000.0,10727000000.0,610594000000.0,6322000000.0,,584181000000.0,34625000000.0,,,286000000.0,,264000000.0,,,619356000000.0,644655000000.0,,,,,11686000000.0,4935000000.0,,661276000000.0,-41920000000.0,,,,,231379000000.0,,,6496000000.0,254367000000.0,151070000000.0,3553000000.0,3553000000.0,,126000000.0,176167000000.0,78200000000.0,-1627000000.0,40975000000.0,11852000000.0,13088000000.0,581913000000.0,539702000000.0,552790000000.0,593765000000.0,定期报告,未审计,20220820,CNY,合并期末,2021-08-13T20:55:03
20210331,,,,198878000000.0,198878000000.0,,6914000000.0,40896000000.0,15597000000.0,,,,90424000000.0,,,,,,,,,,,,,,,,,,43331000000.0,396040000000.0,283401000000.0,9454000000.0,9454000000.0,,,25193000000.0,,11074000000.0,,,,,,27521000000.0,,,14988000000.0,,,,,,,,,19375000000.0,8228000000.0,29194000000.0,428428000000.0,-32388000000.0,,210958000000.0,16313000000.0,,,364000000.0,,,,,227635000000.0,268516000000.0,,,,,3850000000.0,,,272366000000.0,-44731000000.0,,,,,165944000000.0,,,,177230000000.0,89833000000.0,631000000.0,631000000.0,,,106093000000.0,71137000000.0,-87000000.0,-6069000000.0,,,,,552790000000.0,546721000000.0,定期报告,未审计,20220423,CNY,合并期末,2021-04-23T20:00:04
20201231,,,,949994000000.0,783914000000.0,166080000000.0,25286000000.0,57488000000.0,,,,,342879000000.0,,,,,,,,,,,,,,,,,,47612000000.0,1423259000000.0,649434000000.0,23480000000.0,23480000000.0,,34052000000.0,26909000000.0,,,,,,,,108123000000.0,,,44016000000.0,,,,,,,,,5967000000.0,50306000000.0,59644000000.0,1001931000000.0,421328000000.0,,1104070000000.0,58038000000.0,,,2354000000.0,,582000000.0,,,1165044000000.0,1385212000000.0,,,,,19125000000.0,1460000000.0,,1405797000000.0,-240753000000.0,,218000000.0,,,296606000000.0,,,14417000000.0,333833000000.0,459306000000.0,51811000000.0,19490000000.0,,867000000.0,545620000000.0,-211787000000.0,-5673000000.0,-36885000000.0,13088000000.0,15306000000.0,539702000000.0,574369000000.0,589675000000.0,552790000000.0,定期报告,是,20220319,CNY,合并期末,2021-03-19T19:30:03
20200930,,,,710477000000.0,650707000000.0,59770000000.0,33389000000.0,103258000000.0,,,,,255626000000.0,,,,,,,,,,,,,,,,,,22458000000.0,1125208000000.0,609782000000.0,,,,16028000000.0,53751000000.0,,,,,,,,85179000000.0,,,30608000000.0,,,,,,,,,51846000000.0,36271000000.0,21915000000.0,905380000000.0,219828000000.0,,636172000000.0,55374000000.0,,,1732000000.0,,328000000.0,,,693606000000.0,832228000000.0,,,,,10771000000.0,157000000.0,,843156000000.0,-149550000000.0,,,,,232329000000.0,,,2374000000.0,254340000000.0,359358000000.0,46387000000.0,,,,434357000000.0,-180017000000.0,-1228000000.0,-110967000000.0,,,,,589675000000.0,478708000000.0,定期报告,未审计,20211023,CNY,合并期末,2020-10-30T19:05:03
20200630,,,,663468000000.0,595628000000.0,67840000000.0,44482000000.0,99422000000.0,,,,,173522000000.0,,,,,,,,,,,,,,,,,,5006000000.0,985900000000.0,455590000000.0,,,,54072000000.0,53967000000.0,,,,,,,,53080000000.0,,,22364000000.0,,,,,,,,,42727000000.0,29046000000.0,20800000000.0,731646000000.0,254254000000.0,,471464000000.0,33571000000.0,,,561000000.0,,328000000.0,,,505924000000.0,676213000000.0,,,,,8898000000.0,157000000.0,,685268000000.0,-179344000000.0,,,,,80894000000.0,,,2374000000.0,98518000000.0,249341000000.0,6743000000.0,6743000000.0,,1000000.0,273365000000.0,-174847000000.0,1311000000.0,-98626000000.0,12947000000.0,15306000000.0,478102000000.0,574369000000.0,589675000000.0,491049000000.0,定期报告,未审计,20210814,CNY,合并期末,2020-08-28T22:35:03
20200331,,,,319696000000.0,319696000000.0,,42001000000.0,95101000000.0,,,,,84364000000.0,,,,,,,,,,,,,,,,,,15546000000.0,556708000000.0,250094000000.0,,,,35764000000.0,45451000000.0,,35480000000.0,,,,,,30049000000.0,,,13484000000.0,,,,,,,,,41129000000.0,6699000000.0,11411000000.0,469561000000.0,87147000000.0,,233365000000.0,19208000000.0,,,264000000.0,,,,,252837000000.0,247178000000.0,,,,,903000000.0,,,248081000000.0,4756000000.0,,3000000.0,,,63409000000.0,,,,75909000000.0,106503000000.0,971000000.0,971000000.0,,,116407000000.0,-40498000000.0,1218000000.0,52623000000.0,,,,,589675000000.0,642298000000.0,定期报告,未审计,20210424,CNY,合并期末,2020-04-29T20:10:03
20191231,,,,528424000000.0,443748000000.0,84676000000.0,,,35458000000.0,,,,323177000000.0,,,,,,,,,,,,,,,,,,16067000000.0,903126000000.0,509737000000.0,65938000000.0,36397000000.0,29541000000.0,,43625000000.0,,,52493000000.0,,,,,108812000000.0,,,42276000000.0,,,,,,,,,9819000000.0,50865000000.0,15129000000.0,898694000000.0,4432000000.0,,802970000000.0,49221000000.0,,,5063000000.0,,39000000.0,,,857293000000.0,903854000000.0,,,,,23964000000.0,46000000.0,,927864000000.0,-70571000000.0,,,,,528496000000.0,,,6509000000.0,562636000000.0,373598000000.0,43010000000.0,17337000000.0,,185000000.0,452186000000.0,110450000000.0,1681000000.0,45992000000.0,15306000000.0,15814000000.0,574369000000.0,527869000000.0,543683000000.0,589675000000.0,定期报告,是,20210320,CNY,合并期末,2020-03-20T22:35:02
20190930,,,,388079000000.0,363114000000.0,24965000000.0,4579000000.0,52441000000.0,99730000000.0,,,,242373000000.0,,,,,,,,,,,,,,,,,,18114000000.0,805316000000.0,528558000000.0,20313000000.0,20313000000.0,,,115920000000.0,,,,,,,,76612000000.0,,,28097000000.0,,,,,,,,,21218000000.0,45408000000.0,22922000000.0,859048000000.0,-53732000000.0,,493496000000.0,48902000000.0,,,1132000000.0,,,,,543530000000.0,539109000000.0,,,,,15084000000.0,,,554193000000.0,-10663000000.0,,,,,440034000000.0,,,,463931000000.0,308814000000.0,30160000000.0,6328000000.0,,,363159000000.0,100772000000.0,-986000000.0,35391000000.0,,,,,543683000000.0,579074000000.0,定期报告,未审计,20201031,CNY,合并期末,2020-03-13T14:55:27
20190630,,,,380485000000.0,299064000000.0,81421000000.0,2844000000.0,,19804000000.0,,,,162034000000.0,,,,,,,,,,,,,,,,,,17986000000.0,583153000000.0,392572000000.0,19758000000.0,19758000000.0,,,69050000000.0,,,16108000000.0,,,,,53584000000.0,,,20015000000.0,,,,,,,,,16163000000.0,29950000000.0,20976000000.0,638176000000.0,-55023000000.0,,453571000000.0,25475000000.0,,,1426000000.0,,,,,480472000000.0,461031000000.0,,,,,8342000000.0,28000000.0,,469401000000.0,11071000000.0,,,,,296937000000.0,,,597000000.0,309769000000.0,219577000000.0,5188000000.0,5188000000.0,,183000000.0,240573000000.0,69196000000.0,338000000.0,25582000000.0,14507000000.0,15814000000.0,554758000000.0,527869000000.0,543683000000.0,569265000000.0,定期报告,未审计,20200829,CNY,合并期末,2020-03-13T14:55:27
20190331,,,,26523000000.0,26523000000.0,,9676000000.0,43083000000.0,47949000000.0,,,,77848000000.0,,,,,,,,,,,,,,,,,,12551000000.0,217630000000.0,207879000000.0,13507000000.0,13507000000.0,,,101315000000.0,,13651000000.0,,,,,,26164000000.0,,,11294000000.0,,,,,,,,,,11975000000.0,4467000000.0,390252000000.0,-172622000000.0,,241975000000.0,15621000000.0,,,667000000.0,,,,,258263000000.0,212468000000.0,,,,,2159000000.0,,,214627000000.0,43636000000.0,,613000000.0,,,110488000000.0,,,,115263000000.0,73711000000.0,328000000.0,328000000.0,,,83708000000.0,31555000000.0,2085000000.0,-95346000000.0,,,,,543683000000.0,448337000000.0,定期报告,未审计,20200430,CNY,合并期末,2020-03-13T14:55:27
20181231,,,,366219000000.0,336329000000.0,29890000000.0,93876000000.0,,,,,,287889000000.0,,,,,,,,,,,,,,,,,,27463000000.0,775447000000.0,375451000000.0,,,,24025000000.0,14693000000.0,,,117351000000.0,,,,,101915000000.0,,,42570000000.0,,,,,,,,,40067000000.0,59950000000.0,35146000000.0,811168000000.0,-35721000000.0,,980939000000.0,48692000000.0,,,2173000000.0,,9000000.0,,1785000000.0,1033598000000.0,994234000000.0,,,,,17492000000.0,2154000000.0,,1013880000000.0,19718000000.0,,125000000.0,,,480357000000.0,,,2921000000.0,515703000000.0,357791000000.0,34725000000.0,11813000000.0,,431000000.0,421370000000.0,94333000000.0,4928000000.0,83258000000.0,15814000000.0,16412000000.0,527869000000.0,444013000000.0,460425000000.0,543683000000.0,定期报告,是,20200321,CNY,合并期末,2020-03-13T14:55:27
